"Markettype","Trddt","Dnvaltrdtl"
"2","2015-02-06","36961694.000"
"8","2015-02-06","362629793.650"
"1","2015-02-06","266275952570.000"
"4","2015-02-06","169306433291.080"
"16","2015-02-06","55238834451.470"
"2","2015-02-09","27919672.000"
"8","2015-02-09","224264063.010"
"1","2015-02-09","240548640358.000"
"4","2015-02-09","143645163515.650"
"16","2015-02-09","41558933268.560"
"2","2015-02-10","26166843.000"
"8","2015-02-10","189162921.340"
"1","2015-02-10","224924611254.000"
"4","2015-02-10","129864702680.030"
"16","2015-02-10","36367363609.840"
"2","2015-02-11","30885406.000"
"8","2015-02-11","281122675.970"
"1","2015-02-11","210673342281.000"
"4","2015-02-11","148261480185.290"
"16","2015-02-11","45064382765.880"
"2","2015-02-12","50072621.000"
"8","2015-02-12","219537491.270"
"1","2015-02-12","229384829900.000"
"4","2015-02-12","153328701919.080"
"16","2015-02-12","48114232992.850"
"2","2015-02-13","34464196.000"
"8","2015-02-13","298102316.450"
"1","2015-02-13","292806547828.000"
"4","2015-02-13","200110780609.750"
"16","2015-02-13","59694768391.300"
"2","2015-02-16","26556875.000"
"8","2015-02-16","247928269.300"
"1","2015-02-16","265787933865.000"
"4","2015-02-16","199968112429.040"
"16","2015-02-16","66160895275.560"
"2","2015-02-17","44022495.000"
"8","2015-02-17","269446415.750"
"1","2015-02-17","263070249013.000"
"4","2015-02-17","185533734550.300"
"16","2015-02-17","54925651180.720"
"2","2015-02-25","33092934.000"
"8","2015-02-25","390931917.740"
"1","2015-02-25","264940392604.000"
"4","2015-02-25","187559224464.170"
"16","2015-02-25","56275331961.770"
"2","2015-02-26","36091828.000"
"8","2015-02-26","233493283.750"
"1","2015-02-26","334126124866.000"
"4","2015-02-26","198078606887.300"
"16","2015-02-26","54480476900.600"
"2","2015-02-27","44777018.000"
"8","2015-02-27","319888197.610"
"1","2015-02-27","334744951325.000"
"4","2015-02-27","214053818943.080"
"16","2015-02-27","63018667980.090"
"2","2015-03-02","58772992.000"
"8","2015-03-02","536837461.880"
"1","2015-03-02","409898252506.000"
"4","2015-03-02","288283294779.220"
"16","2015-03-02","85074776544.350"
"2","2015-03-03","70988007.000"
"8","2015-03-03","525844543.740"
"1","2015-03-03","441157081329.000"
"4","2015-03-03","306409988637.620"
"16","2015-03-03","85460164342.460"
"2","2015-03-04","48248017.000"
"8","2015-03-04","429423631.960"
"1","2015-03-04","346493164635.000"
"4","2015-03-04","260623193683.290"
"16","2015-03-04","75183977852.180"
"2","2015-03-05","44237372.000"
"8","2015-03-05","430326589.220"
"1","2015-03-05","373308047204.000"
"4","2015-03-05","274636649656.190"
"16","2015-03-05","80855135609.310"
"2","2015-03-06","45962577.000"
"8","2015-03-06","338749473.940"
"1","2015-03-06","328061597988.000"
"4","2015-03-06","243741084359.190"
"16","2015-03-06","70917911555.130"
"2","2015-03-09","44478914.000"
"8","2015-03-09","265619941.070"
"1","2015-03-09","359653830009.000"
"4","2015-03-09","222384917550.600"
"16","2015-03-09","63647720403.220"
"2","2015-03-10","43288503.000"
"8","2015-03-10","311702161.650"
"1","2015-03-10","329689607146.000"
"4","2015-03-10","239380212363.420"
"16","2015-03-10","72778651496.950"
"2","2015-03-11","43258824.000"
"8","2015-03-11","279414235.710"
"1","2015-03-11","327306881951.000"
"4","2015-03-11","231838298988.090"
"16","2015-03-11","75002270008.590"
"2","2015-03-12","62358576.000"
"8","2015-03-12","324834795.180"
"1","2015-03-12","406808679349.000"
"4","2015-03-12","241515851086.100"
"16","2015-03-12","73241355384.190"
"2","2015-03-13","48491801.000"
"8","2015-03-13","298282906.130"
"1","2015-03-13","373743037293.000"
"4","2015-03-13","219078433802.470"
"16","2015-03-13","67976887678.290"
"2","2015-03-16","76126677.000"
"8","2015-03-16","336071374.770"
"1","2015-03-16","478886459018.000"
"4","2015-03-16","322029251851.570"
"16","2015-03-16","96233221813.050"
"2","2015-03-17","85310416.000"
"8","2015-03-17","520647627.740"
"1","2015-03-17","600975250749.000"
"4","2015-03-17","396046579338.460"
"16","2015-03-17","101002173235.200"
"2","2015-03-18","63517364.000"
"8","2015-03-18","517308160.640"
"1","2015-03-18","616975797993.000"
"4","2015-03-18","388400346269.670"
"16","2015-03-18","97714541993.200"
"2","2015-03-19","58785477.000"
"8","2015-03-19","295983821.140"
"1","2015-03-19","611887644068.000"
"4","2015-03-19","384037533268.260"
"16","2015-03-19","91582239068.130"
"2","2015-03-20","63274881.000"
"8","2015-03-20","414901087.280"
"1","2015-03-20","651382279391.000"
"4","2015-03-20","394636211101.860"
"16","2015-03-20","99762598386.580"
"2","2015-03-23","92262606.000"
"8","2015-03-23","454700984.030"
"1","2015-03-23","661007241967.000"
"4","2015-03-23","433322991789.350"
"16","2015-03-23","112421410893.640"
"2","2015-03-24","91586536.000"
"8","2015-03-24","459783190.720"
"1","2015-03-24","754321514198.000"
"4","2015-03-24","515353535662.300"
"16","2015-03-24","145633678201.850"
"2","2015-03-25","68780623.000"
"8","2015-03-25","469477113.140"
"1","2015-03-25","645075942447.000"
"4","2015-03-25","460616438597.710"
"16","2015-03-25","130670176358.050"
"2","2015-03-26","93369057.000"
"8","2015-03-26","445942429.660"
"1","2015-03-26","618941429315.000"
"4","2015-03-26","427804677012.750"
"16","2015-03-26","132777165369.390"
"2","2015-03-27","65431840.000"
"8","2015-03-27","439490534.390"
"1","2015-03-27","508896083307.000"
"4","2015-03-27","330221247907.050"
"16","2015-03-27","92140836601.690"
"2","2015-03-30","82061327.000"
"8","2015-03-30","493433700.210"
"1","2015-03-30","691621519384.000"
"4","2015-03-30","409865782067.510"
"16","2015-03-30","96755789987.960"
"2","2015-03-31","69889958.000"
"8","2015-03-31","621528672.240"
"1","2015-03-31","720865844049.000"
"4","2015-03-31","452074429123.920"
"16","2015-03-31","101099179517.440"
"2","2015-04-01","55368327.000"
"8","2015-04-01","475656350.480"
"1","2015-04-01","592078360929.000"
"4","2015-04-01","415012496565.070"
"16","2015-04-01","102125170124.280"
"2","2015-04-02","69774129.000"
"8","2015-04-02","431149973.710"
"1","2015-04-02","631600516037.000"
"4","2015-04-02","460450966748.940"
"16","2015-04-02","122291329641.490"
"2","2015-04-03","71035017.000"
"8","2015-04-03","448372863.770"
"1","2015-04-03","635215194331.000"
"4","2015-04-03","476427771949.330"
"16","2015-04-03","125450194100.720"
"2","2015-04-07","71623442.000"
"8","2015-04-07","455655454.970"
"1","2015-04-07","745984606548.000"
"4","2015-04-07","509755264875.020"
"16","2015-04-07","129140306180.150"
"2","2015-04-08","95870852.000"
"8","2015-04-08","592078474.400"
"1","2015-04-08","838571158234.000"
"4","2015-04-08","543492671695.910"
"16","2015-04-08","141805679325.030"
"2","2015-04-09","127483624.000"
"8","2015-04-09","786507596.400"
"1","2015-04-09","815928809786.000"
"4","2015-04-09","518280440425.170"
"16","2015-04-09","129849624219.740"
"2","2015-04-10","221657716.000"
"8","2015-04-10","1545291162.600"
"1","2015-04-10","667144350174.000"
"4","2015-04-10","447133952251.230"
"16","2015-04-10","116996289749.270"
"2","2015-04-13","49396393.000"
"8","2015-04-13","1207265409.160"
"1","2015-04-13","781364200375.000"
"4","2015-04-13","508092554283.270"
"16","2015-04-13","129764768637.160"
"2","2015-04-14","756262031.000"
"8","2015-04-14","3043247279.260"
"1","2015-04-14","810004012461.000"
"4","2015-04-14","486810718389.550"
"16","2015-04-14","125662100359.600"
"2","2015-04-15","379992177.000"
"8","2015-04-15","1411716622.610"
"1","2015-04-15","770793869568.000"
"4","2015-04-15","439786782090.880"
"16","2015-04-15","117231790940.120"
"2","2015-04-16","293658251.000"
"8","2015-04-16","1194766772.920"
"1","2015-04-16","710280255990.000"
"4","2015-04-16","381137950613.740"
"16","2015-04-16","99346314366.320"
"2","2015-04-17","282602739.000"
"8","2015-04-17","1257715478.780"
"1","2015-04-17","913898704821.000"
"4","2015-04-17","482950895178.810"
"16","2015-04-17","104600199423.280"
"2","2015-04-20","274832062.000"
"8","2015-04-20","1596471179.270"
"1","2015-04-20","1145916790669.000"
"4","2015-04-20","524070494344.930"
"16","2015-04-20","102163396948.980"
"2","2015-04-21","166244570.000"
"8","2015-04-21","845586631.950"
"1","2015-04-21","861429252026.000"
"4","2015-04-21","447745690307.820"
"16","2015-04-21","100331701967.860"
"2","2015-04-22","182385724.000"
"8","2015-04-22","945667359.510"
"1","2015-04-22","975759537819.000"
"4","2015-04-22","532218475109.860"
"16","2015-04-22","118747169655.240"
"2","2015-04-23","167634226.000"
"8","2015-04-23","889937827.760"
"1","2015-04-23","961997884639.000"
"4","2015-04-23","561712129116.060"
"16","2015-04-23","125327450928.930"
"2","2015-04-24","182589458.000"
"8","2015-04-24","776632223.840"
"1","2015-04-24","915754264701.000"
"4","2015-04-24","516211348282.850"
"16","2015-04-24","123181784721.000"
"2","2015-04-27","164069740.000"
"8","2015-04-27","1545621745.350"
"1","2015-04-27","974237314265.000"
"4","2015-04-27","516342779221.620"
"16","2015-04-27","118941273165.940"
"2","2015-04-28","197072014.000"
"8","2015-04-28","1110192531.010"
"1","2015-04-28","1059965236232.000"
"4","2015-04-28","502282379765.930"
"16","2015-04-28","110611691361.700"
"2","2015-04-29","148216191.000"
"8","2015-04-29","1030974492.040"
"1","2015-04-29","751494095165.000"
"4","2015-04-29","419570597979.450"
"16","2015-04-29","106317192530.030"
"2","2015-04-30","180378727.000"
"8","2015-04-30","1426972456.870"
"1","2015-04-30","773244554312.000"
"4","2015-04-30","425801562745.450"
"16","2015-04-30","119879110122.520"
"2","2015-05-04","184268158.000"
"8","2015-05-04","1297683049.290"
"1","2015-05-04","716414249204.000"
"4","2015-05-04","395703586694.820"
"16","2015-05-04","102443893169.600"
"2","2015-05-05","185144216.000"
"8","2015-05-05","1433445215.210"
"1","2015-05-05","804434163025.000"
"4","2015-05-05","434250707061.470"
"16","2015-05-05","100796744876.110"
"2","2015-05-06","177760528.000"
"8","2015-05-06","1081581645.590"
"1","2015-05-06","715449432127.000"
"4","2015-05-06","390244260432.490"
"16","2015-05-06","125809035011.620"
"2","2015-05-07","205842168.000"
"8","2015-05-07","1237083778.070"
"1","2015-05-07","538947834131.000"
"4","2015-05-07","317543393166.410"
"16","2015-05-07","108524774501.920"
"2","2015-05-08","136498099.000"
"8","2015-05-08","1350992100.650"
"1","2015-05-08","558814150417.000"
"4","2015-05-08","377610580005.600"
"16","2015-05-08","134263479214.710"
"2","2015-05-11","233153398.000"
"8","2015-05-11","1424889510.240"
"1","2015-05-11","713820948390.000"
"4","2015-05-11","496899775115.860"
"16","2015-05-11","170680967549.840"
"2","2015-05-12","235033557.000"
"8","2015-05-12","1613973714.720"
"1","2015-05-12","792026563666.000"
"4","2015-05-12","534495497574.090"
"16","2015-05-12","185001019601.100"
"2","2015-05-13","212037320.000"
"8","2015-05-13","1655618896.520"
"1","2015-05-13","779458392928.000"
"4","2015-05-13","558691291944.750"
"16","2015-05-13","171825757766.160"
"2","2015-05-14","232173808.000"
"8","2015-05-14","1939141237.390"
"1","2015-05-14","668462602367.000"
"4","2015-05-14","533502065494.730"
"16","2015-05-14","161797929148.060"
"2","2015-05-15","366447505.000"
"8","2015-05-15","2086704526.120"
"1","2015-05-15","663724901989.000"
"4","2015-05-15","494448210624.030"
"16","2015-05-15","144247455675.080"
"2","2015-05-18","385652588.000"
"8","2015-05-18","2267614639.570"
"1","2015-05-18","592203734242.000"
"4","2015-05-18","479396215847.150"
"16","2015-05-18","155269169014.220"
"2","2015-05-19","349662947.000"
"8","2015-05-19","1891526821.010"
"1","2015-05-19","691676670465.000"
"4","2015-05-19","528165486134.070"
"16","2015-05-19","169730548619.370"
"2","2015-05-20","373860762.000"
"8","2015-05-20","1804165614.440"
"1","2015-05-20","803796803502.000"
"4","2015-05-20","637928154668.380"
"16","2015-05-20","176706281872.170"
"2","2015-05-21","318428315.000"
"8","2015-05-21","2145272097.030"
"1","2015-05-21","727135494129.000"
"4","2015-05-21","612449488839.770"
"16","2015-05-21","178876414390.360"
"2","2015-05-22","418848682.000"
"8","2015-05-22","1897894854.110"
"1","2015-05-22","1004614687754.000"
"4","2015-05-22","730478407613.570"
"16","2015-05-22","221047879734.250"
"2","2015-05-25","291340810.000"
"8","2015-05-25","1246748446.010"
"1","2015-05-25","1077514630521.000"
"4","2015-05-25","735693801521.930"
"16","2015-05-25","175439496437.390"
"2","2015-05-26","358891479.000"
"8","2015-05-26","1669779525.360"
"1","2015-05-26","1136315395479.000"
"4","2015-05-26","791323219738.450"
"16","2015-05-26","180747774227.020"
"2","2015-05-27","330428137.000"
"8","2015-05-27","1482713464.160"
"1","2015-05-27","1114241839530.000"
"4","2015-05-27","791645763824.780"
"16","2015-05-27","198252408577.040"
"2","2015-05-28","408977883.000"
"8","2015-05-28","1785491289.310"
"1","2015-05-28","1245425908597.000"
"4","2015-05-28","891647136706.210"
"16","2015-05-28","220540990829.630"
"2","2015-05-29","364394140.000"
"8","2015-05-29","1630625788.160"
"1","2015-05-29","953138014311.000"
"4","2015-05-29","686470063796.250"
"16","2015-05-29","212901641873.920"
"2","2015-06-01","343058275.000"
"8","2015-06-01","1627329066.000"
"1","2015-06-01","932356125092.000"
"4","2015-06-01","640069904702.770"
"16","2015-06-01","188538272759.850"
"2","2015-06-02","367007396.000"
"8","2015-06-02","1595806963.820"
"1","2015-06-02","996499811268.000"
"4","2015-06-02","716041139052.260"
"16","2015-06-02","213001697726.110"
"2","2015-06-03","323465657.000"
"8","2015-06-03","1228191758.510"
"1","2015-06-03","1008200454196.000"
"4","2015-06-03","743854459017.380"
"16","2015-06-03","220939016496.760"
"2","2015-06-04","449979057.000"
"8","2015-06-04","1573867270.200"
"1","2015-06-04","1049516541160.000"
"4","2015-06-04","725559166018.790"
"16","2015-06-04","207038835695.350"
"2","2015-06-05","322197990.000"
"8","2015-06-05","1570837964.690"
"1","2015-06-05","1230328944310.000"
"4","2015-06-05","821172167843.970"
"16","2015-06-05","199116553079.070"
"2","2015-06-08","447888884.000"
"8","2015-06-08","1408539925.150"
"1","2015-06-08","1307184279045.000"
"4","2015-06-08","771533838061.460"
"16","2015-06-08","180590402482.960"
"2","2015-06-09","272969770.000"
"8","2015-06-09","917117535.310"
"1","2015-06-09","1149138532290.000"
"4","2015-06-09","624632838682.500"
"16","2015-06-09","157346872365.230"
"2","2015-06-10","255586881.000"
"8","2015-06-10","887000031.390"
"1","2015-06-10","1004864488161.000"
"4","2015-06-10","641125389215.140"
"16","2015-06-10","169019037504.420"
"2","2015-06-11","198125197.000"
"8","2015-06-11","844600995.110"
"1","2015-06-11","973458462146.000"
"4","2015-06-11","653205007003.530"
"16","2015-06-11","167538428169.220"
"2","2015-06-12","289139256.000"
"8","2015-06-12","845258301.200"
"1","2015-06-12","1058398453378.000"
"4","2015-06-12","722004098044.770"
"16","2015-06-12","182173460894.250"
"2","2015-06-15","208058809.000"
"8","2015-06-15","981907589.840"
"1","2015-06-15","1063719331772.000"
"4","2015-06-15","744440026908.810"
"16","2015-06-15","184816633198.120"
"2","2015-06-16","224773681.000"
"8","2015-06-16","1076539351.720"
"1","2015-06-16","894045682680.000"
"4","2015-06-16","635136305246.980"
"16","2015-06-16","169391746229.910"
"2","2015-06-17","279020530.000"
"8","2015-06-17","959748095.280"
"1","2015-06-17","828560064840.000"
"4","2015-06-17","549422381034.690"
"16","2015-06-17","156131272845.050"
"2","2015-06-18","192296625.000"
"8","2015-06-18","997247992.440"
"1","2015-06-18","784668854454.000"
"4","2015-06-18","523855551673.300"
"16","2015-06-18","150724363479.750"
"2","2015-06-19","253162459.000"
"8","2015-06-19","1174842238.980"
"1","2015-06-19","683909679923.000"
"4","2015-06-19","463883487891.270"
"16","2015-06-19","136356403113.630"
"2","2015-06-23","279910009.000"
"8","2015-06-23","1156322567.900"
"1","2015-06-23","691906829219.000"
"4","2015-06-23","466474632510.820"
"16","2015-06-23","137315171892.860"
"2","2015-06-24","205404813.000"
"8","2015-06-24","1009128718.390"
"1","2015-06-24","813807586085.000"
"4","2015-06-24","534309035035.700"
"16","2015-06-24","140110979177.360"
"2","2015-06-25","208543022.000"
"8","2015-06-25","838294723.070"
"1","2015-06-25","864105449482.000"
"4","2015-06-25","550062810005.550"
"16","2015-06-25","133833602234.700"
"2","2015-06-26","312271376.000"
"8","2015-06-26","1306844593.240"
"1","2015-06-26","785927640017.000"
"4","2015-06-26","436783676550.280"
"16","2015-06-26","117324248088.570"
"2","2015-06-29","314166039.000"
"8","2015-06-29","1367801895.060"
"1","2015-06-29","902350678127.000"
"4","2015-06-29","513734533405.740"
"16","2015-06-29","116379989711.300"
